scope,model,seed,fold,image_count,class_coverage,source_group_count,accuracy,source_macro_accuracy,balanced_accuracy,macro_f1,cross_entropy_loss,test_loss
fold,UNI,131,3,381,6,1,0.9186351706036745,0.9186351706036745,0.9183947772657451,0.6488077478605838,0.20748522683818618,0.20748522683818618
fold,UNI,131,4,661,7,1,0.8547655068078669,0.8547655068078669,0.8479452365189705,0.6842467142653299,0.5435171432413357,0.5435171432413357
fold,UNI,131,5,1061,8,1,0.8312912346842601,0.8312912346842601,0.9134965473948524,0.8565054084658865,0.5558710669604656,0.5558710669604656
fold,UNI,131,6,503,7,1,0.8508946322067594,0.8508946322067594,0.8291475036024692,0.692953924981714,0.9093311406581153,0.9093311406581153
fold,UNI,131,7,389,6,1,0.5347043701799485,0.5347043701799485,0.7907709216517507,0.5127903973845621,1.3009907258279934,1.3009907258279934
fold,UNI,131,8,342,6,1,0.8099415204678363,0.8099415204678363,0.8462469779407761,0.6280866159734686,0.5481380374175913,0.5481380374175913
fold,UNI,131,9,238,7,1,0.9789915966386554,0.9789915966386554,0.9604450687157454,0.848316858886574,0.13617470582641292,0.13617470582641292
aggregate_oof,UNI,151,-1,5000,8,10,0.8164,0.8321108402347898,0.8164,0.8167695822987102,0.5620198020698597,0.5620198020698597
fold,UNI,151,0,401,6,1,0.9750623441396509,0.9750623441396509,0.9692265795206971,0.7205421172289783,0.09444469432646664,0.09444469432646664
fold,UNI,151,1,284,6,1,0.9084507042253521,0.9084507042253521,0.8778380503144655,0.5848249980545962,0.26524896578046486,0.26524896578046486
fold,UNI,151,2,740,7,1,0.7824324324324324,0.7824324324324324,0.7486011641473826,0.6593707230384742,0.6977340222147286,0.6977340222147286
fold,UNI,151,3,381,6,1,0.9002624671916011,0.9002624671916011,0.9062980030721967,0.6358232188342083,0.2844918842416969,0.2844918842416969
fold,UNI,151,4,661,7,1,0.8547655068078669,0.8547655068078669,0.851943242540313,0.6851748941800951,0.5331082957747253,0.5331082957747253
fold,UNI,151,5,1061,8,1,0.7681432610744581,0.7681432610744581,0.9239133053037271,0.8637142815417338,0.4708802611077781,0.4708802611077781
fold,UNI,151,6,503,7,1,0.852882703777336,0.852882703777336,0.8310937366411394,0.6938411585239487,0.8392443948656418,0.8392443948656418
fold,UNI,151,7,389,6,1,0.5089974293059126,0.5089974293059126,0.764726016643115,0.47989711751881214,1.4081985865785276,1.4081985865785276
fold,UNI,151,8,342,6,1,0.7953216374269005,0.7953216374269005,0.8376874002635512,0.6196171375446371,0.6576164964101191,0.6576164964101191
fold,UNI,151,9,238,7,1,0.9747899159663865,0.9747899159663865,0.9595141700404858,0.8431234335839599,0.106549723515025,0.106549723515025
aggregate_oof,UNI,181,-1,5000,8,10,0.8192,0.8359755309109888,0.8192,0.8185059002268933,0.5657146694459517,0.5657146694459517
fold,UNI,181,0,401,6,1,0.9775561097256857,0.9775561097256857,0.9744008714596949,0.7239182035327328,0.09153763475808918,0.09153763475808918
fold,UNI,181,1,284,6,1,0.9084507042253521,0.9084507042253521,0.88312106918239,0.5978904298238286,0.2688864301860931,0.2688864301860931
fold,UNI,181,2,740,7,1,0.8162162162162162,0.8162162162162162,0.8055815975984043,0.6907256287699994,0.5867211729254453,0.5867211729254453
fold,UNI,181,3,381,6,1,0.916010498687664,0.916010498687664,0.9157066052227343,0.6407178242727053,0.23794106297433992,0.23794106297433992
fold,UNI,181,4,661,7,1,0.8577912254160364,0.8577912254160364,0.854471970019388,0.6827695887762523,0.5143809565142986,0.5143809565142986
fold,UNI,181,5,1061,8,1,0.7502356267672008,0.7502356267672008,0.922747959824231,0.864911567949213,0.5899441174790313,0.5899441174790313
fold,UNI,181,6,503,7,1,0.8489065606361829,0.8489065606361829,0.8262463431382836,0.6896397306606707,0.9233215644137684,0.9233215644137684
fold,UNI,181,7,389,6,1,0.5089974293059126,0.5089974293059126,0.7610896530067514,0.4745962127541075,1.3520330715277251,1.3520330715277251
fold,UNI,181,8,342,6,1,0.7923976608187134,0.7923976608187134,0.8333094042347015,0.6149967150907598,0.6140674365616062,0.6140674365616062
fold,UNI,181,9,238,7,1,0.9831932773109243,0.9831932773109243,0.9645267013688067,0.8521125800735996,0.1023302547528488,0.1023302547528488
